Дата,URL,Коррупция,Взятка,Подкуп,Злоупотребление полномочиями,Непотизм,Бездействие,Конфликт интересов,Теневая экономика,Финансовые махинации,Противодействие коррупции,Транспарентность,Подотчетность,Мониторинг,Антикоррупционная политика,приговор,дело,Прозрачность финансирования,Теневые сделки,Откаты,Хищение,Родственник,расследуется,расследование,Лоббизм,Незаконное,обогащение,Контроль расходов,Проверки деятельности,подозреваемый,подоздревается,Аудит,Закупка,Электронное правительство,Похищение,Отмывание,Задержание,Рейдерство,тенге,долларов,доллары,Превышение власти,Задержали,Антикор,Агенство,Уголовный кодекс,Получение,незаконного,вознагражденияКонцепция,Преступление,средней тяжести,небольшой тяжести,Тяжкие,Особо тяжкие,Мошенничество,Легализация,миллиард,миллион,триллиард,Обогатился,Обогатились,судебный,процесс,аким,начальник,зам,заместитель,район,город,область,село,деревня,Аул,правонарушение,Антикора,Антикору,Антикором,Антикоре
25 августа 2018,https://tengrinews.kz/crime/chinovnika-atyirauskoy-oblasti-podozrevayut-poluchenii-352321/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
21 февраля 2022,https://tengrinews.kz/crime/4-dnya-provel-bolnitse-poymannyiy-vzyatke-zamnachalnika-462439/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0
25 мая 2022,https://tengrinews.kz/kazakhstan_news/arestovannyiy-fevrale-zamakima-mangistauskoy-oblasti-vyishel-469358/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,0,0,0,0
14 августа 2020,https://tengrinews.kz/crime/eks-glava-sk-farmatsii-berik-sharip-arestovan-na-2-mesyatsa-411338/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0
10 сентября 2020,https://tengrinews.kz/kazakhstan_news/zaderjan-pervyiy-zamestitel-akima-atyirauskoy-oblasti-smi-413780/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0
29 декабря 2016,https://tengrinews.kz/crime/rejissera-talgada-janyibekova-arestovali-na-dva-mesyatsa-309073/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02 марта 2018,https://tengrinews.kz/sng/arestovan-sovetnik-karimova-kotorogo-mirzieev-nazval-vorom-338933/,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0
23 июля 2019,https://tengrinews.kz/kazakhstan_news/akbokend-korgagan-koryikshyi-kudkt-sudya-jane-kaupszdk-374644/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07 октября 2024, 13:52",https://tengrisport.kz/tnsport/razmyityie-prioritetyi-hischeniya-antikor-raznes-minsporta-550226/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
23 августа 2019,https://tengrinews.kz/kazakhstan_news/chinovnikov-proveryat-na-poryadochnost-po-mimike-i-pulsu-377310/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 сентября 2023,https://tengrinews.kz/kazakhstan_news/13-millionov-kazahstantsam-poluchit-dengi-soobschenie-510155/,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
05 февраля 2021,https://tengrinews.kz/crime/ugolovnoe-delo-rukovodstvo-upravzdrava-mangistau-podtverdil-428115/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24 сентября 2020,https://tengrinews.kz/kazakhstan_news/jemkorlar-kop-kala-jane-olm-jazasyi-kunnn-bastyi-415100/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 мая 2017,https://tengrinews.kz/kazakhstan_news/izvestno-zaderjannom-gendirektore-professionalnoy-318695/,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
18 июля 2024,https://tengrinews.kz/kazakhstan_news/paket-deneg-bagajnike-chinovnika-prigovorili-11-godam-541765/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0
12 октября 2024,https://tengrinews.kz/article/kak-prodvigaetsya-stroitelstvo-lrt-v-astane-2618/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0
27 июня 2024,https://tengrinews.kz/kazakhstan_news/myi-otkryito-govorim-ob-etoy-bolezni-tokaev-o-korruptsii-539653/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 апреля 2024,https://tengrinews.kz/kazakhstan_news/smertnaya-kazn-korruptsiyu-ona-izmenit-vozmojna-v-kazahstane-530825/,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 января 2020,https://tengrinews.kz/kazakhstan_news/opublikovano-video-zaderjaniya-eks-akima-alatauskogo-rayona-389059/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,7,0,0,0,0,0,0,0,0,0,0
19 августа 2020,https://tengrinews.kz/kazakhstan_news/tokaev-provel-soveschanie-po-borbe-s-korruptsiey-411735/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
09 июля 2019,https://tengrinews.kz/kazakhstan_news/vitse-ministr-suhanberdieva-prinujdala-podchinennyih-darit-373432/,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
03 апреля 2021,https://tengrinews.kz/kazakhstan_news/jitel-talgara-sdal-jenu-pravoohranitelnyim-organam-433459/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22 апреля 2020,https://tengrinews.kz/kazakhstan_news/kay-ministrlktn-kyizmetkerler-jemkorlyikpen-ji-ustalatyinyi-399679/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 марта 2022,https://tengrinews.kz/europe/byivshiy-premer-bolgarii-zaderjan-podozreniyu-korruptsii-464527/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10 октября 2023,https://tengrinews.kz/kazakhstan_news/stadion-korruptsii-v-astane-osudili-rukovoditeley-gosorganov-512972/,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
22 сентября 2020,https://tengrinews.kz/asia/oskorbivshiy-si-tszinpina-biznesmen-otpravilsya-tyurmu-18-414856/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23 мая 2023,https://tengrinews.kz/kazakhstan_news/poka-kvartiru-ne-dash-dokumentyi-ne-poluchish-genprokuror-499857/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 июня 2023,https://tengrinews.kz/article/nam-nazyivayut-familii-pochemu-ne-berete-budut-vozvraschat-2083/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
20 февраля 2020,https://tengrinews.kz/kazakhstan_news/byivshego-prezidenta-yujnoy-korei-prigovorili-17-godam-392233/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 февраля 2022,https://tengrinews.kz/kazakhstan_news/uvolnenie-shtraf-raznitsey-dohodah-rashodah-chinovnikov-462038/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17 января 2023,https://tengrinews.kz/europe/katargeyt-plan-reform-predstavili-v-evroparlamente-488761/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 июля 2024,https://tengrinews.kz/kazakhstan_news/sotrudnik-akimata-uralska-vyidal-jene-kvartiru-543128/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0
25 марта 2020,https://tengrinews.kz/kazakhstan_news/kuda-jalovatsya-na-chinovnikov-395970/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28 мая 2024,https://tengrinews.kz/kazakhstan_news/antikor-peredal-sud-delo-vyisokopostavlennyih-chinovnikov-536511/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
28 августа 2024,https://tengrinews.kz/crime/antikor-zavel-delo-na-direktora-i-buhgaltera-polikliniki-546170/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
02 августа 2023,https://tengrinews.kz/kazakhstan_news/sotrudnikov-upravleniya-obrazovaniya-shyimkenta-osudili-506404/,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
14 октября 2021,https://tengrinews.kz/kazakhstan_news/jivuschih-ne-sredstvam-chinovnikov-budut-proveryat-451239/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17 марта 2017,https://tengrinews.kz/crime/almatyi-proshli-predvaritelnyie-slushaniya-delu-ablyazova-314314/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27 января 2021,https://tengrinews.kz/world_news/navalnyiy-prokommentiroval-reaktsiyu-putina-ego-427121/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13 июня 2018,https://tengrinews.kz/crime/v-natsbyuro-rasskazali-o-dele-eks-glavyi-komiteta-minzdrava-346537/,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 мая 2017,https://tengrinews.kz/russia/navalnyiy-snyal-skandalnyiy-rolik-o-zakupkah-rosnefti-318688/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 декабря 2020,https://tengrinews.kz/world_news/sostavlen-top-korruptsionerov-mira-2020-424775/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04 июля 2023,https://tengrinews.kz/kazakhstan_news/nakazanie-nezakonnoe-uchastie-biznese-planiruyut-ujestochit-503849/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11 июля 2019,https://tengrinews.kz/crime/deputata-s-syinom-nakazali-za-vzyatku-v-almatinskoy-oblasti-373586/,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
12 декабря 2019,https://tengrinews.kz/kazakhstan_news/kazahstanets-otpravil-sude-po-pochte-pismo-s-dengami-386389/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
07 февраля 2019,https://tengrinews.kz/kazakhstan_news/o-jadnyih-i-alchnyih-chinovnikah-vyiskazalsya-alik-shpekbaev-362813/,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19 января 2024,https://tengrinews.kz/kazakhstan_news/gruziya-peredala-kazahstanu-podozrevaemogo-v-korruptsii-523662/,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 июня 2020,https://tengrinews.kz/crime/dvoih-zaderjali-delu-zamestitelya-glavyi-komiteta-sporta-405064/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
16 апреля 2018,https://tengrinews.kz/crime/myaso-avto-vide-vzyatki-eks-glavu-komiteta-mir-rk-sudyat-342158/,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
04 января 2018,https://tengrinews.kz/kazakhstan_news/vzyatka-v-30-tyisyach-dollarov-zaderjanyi-sotrudniki-mvd-rk-334656/,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 июня 2022,https://tengrinews.kz/crime/sem-sotrudnikov-transportnogo-kontrolya-vko-osudili-471946/,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0
26 марта 2021,https://tengrinews.kz/kazakhstan_news/brifing-antikora-onlayn-432666/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 сентября 2018,https://tengrinews.kz/crime/nalogovik-osujden-za-moshennichestvo-v-almatyi-353491/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
02 сентября 2024,https://tengrinews.kz/russia/zaderjan-esche-odin-vyisokopostavlennyiy-voennyiy-v-rf-546701/,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
13 октября 2018,https://tengrinews.kz/kazakhstan_news/teschu-daniyara-kesikbaeva-obvinili-prisvoenii-44-355522/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 ноября 2024,https://tengrinews.kz/kazakhstan_news/almatyi-arenu-i-halyik-arenu-vernuli-gosudarstvu-554014/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
16 апреля 2020,https://tengrinews.kz/news/tamojenniki-brali-vzyatki-provoz-tovara-vko-398931/,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
15 июля 2020,https://tengrinews.kz/kazakhstan_news/zakon-o-borbe-s-korruptsiey-hotyat-izmenit-v-kazahstane-408308/,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19 мая 2023,https://tengrinews.kz/kazakhstan_news/otsledim-kajdyiy-tiyin-sposob-borotsya-pripiskami-nashli-499525/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 октября 2019,https://tengrinews.kz/crime/kriminalnuyu-shemu-razoblachili-v-komitete-mne-382376/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27 февраля 2018,https://tengrinews.kz/crime/direktora-tsentra-bezdomnyih-almatyi-obvinyayut-hischenii-338684/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31 января 2018,https://tengrinews.kz/kazakhstan_news/shpekbaev-predlojil-privlech-otvetstvennosti-rukovoditeley-336546/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
